"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 01 23:51:20 GMT 2023","Wed Feb 01 23:51:21 GMT 2023","1027","Surefire suite","Surefire test","ch.card2brain.card2braine2e.SignInTest","ch.card2brain.card2braine2e.SignInTest","signInTest","signInTest",""
"passed","Wed Feb 01 23:51:19 GMT 2023","Wed Feb 01 23:51:20 GMT 2023","750","Surefire suite","Surefire test","ch.card2brain.card2braine2e.LoginInTest","ch.card2brain.card2braine2e.LoginInTest","logInTest","logInTest",""
